 LP 	    ID    
00197	2462028932
00198	8478931634
00199	1890324626
00200	6686337439
00201	4833459463
00202	0819160166
00203	3263643157
00204	9047536850
00205	6294779086
00206	2280480679
00207	5605073660
00208	1411866383
00209	6304754927
00210	2199667540
00211	5514050730
00212	0598043223
00213	8755186459
00214	4531897953
00215	7975580243
00216	3961273746
00217	0118415970
00218	6902326684
00219	9347700756
00220	5322592479
00221	3579635403
00222	8365558196
00223	1988019187
00224	7774922980
00225	7767576837
00226	3552469650
00227	6997840641
00228	2783853344
00229	9130976370
00230	5914688063
00231	8338170153
00232	4124083857
00233	2571205883
00234	7367918506
00235	0709501686
00236	6595312380
00237	4942435514
00238	9728348017
00239	3161821097
00240	8957734890
00241	4468353006
00242	9443065799
00243	2896649789
00244	8672462402
00245	6829574437
00246	1815495130
00247	5237978212
00248	0043681915
00249	8470804949
00250	4276714643
00251	7691108723
00252	2486111446
00253	0833233672
00254	6627946176
00255	9062437166
00256	5858320959
00257	5921164916
00258	0716877639
00259	4359249690
00260	9135251313
00261	7382394549
00262	3178087042
00263	6712768123
00264	1506481826
00265	9653613050
00266	5639516573
00267	8064990843
00268	4849901357
00269	1096843583
00270	7080736086
00271	0425229276
00272	6211132870
00273	1812761073
00274	7626654776
00275	0040047768
00276	6036850472
00277	3283992686
00278	9079883209
00279	2611377299
00280	8497289992
00281	6544422129
00282	1330115612
00283	4053596902
00284	0768509425
00285	8996621631
00286	3991344155
00287	7326026335
00288	2100739938
00289	2205563185
00290	8081276688
00291	1403857879
00292	7219640392
00293	5646782526
00294	0452695119
00295	3874188300
00296	9850079803
00297	7017012039
00298	2893925732
00299	6238398813
00300	1221309536
00301	9478441542
00302	5264154265
00303	8689818245
00304	3685520049
00305	9194161252
00306	4980072755
00307	8324455935
00308	3118458439
00309	1565581665
00310	7341202288
00311	0765765468
00312	5551678962
00313	3908810198
00314	9792523891
00315	2137194981
00316	8122907674
00317	5370040608
00318	1155933322
00319	4598424414
00320	0584337115
00321	0357951162
00322	6343864866
00323	9787255846
00324	4573268569
00325	2720181575
00326	8704093398
00327	1138577389
00328	7934498072
00329	4161600008
00330	0177323701
00331	3590906892
00332	9385797595
00333	7733830721
00334	2518742232
00335	5961236325
00336	1747929028
00337	6231951542
00338	1227864245
00339	4660357326
00340	0456240049
00341	8503381255
00342	3588093778
00343	7901787859
00344	2797470552
00345	0144612788
00346	6930523289
00347	9374086472
00348	4168799065
00349	2515832299
00350	8391752712
00351	1736216902
00352	7521129406
00353	7694753653
00354	2480666156
00355	6023147446
00356	1819050959
00357	9066172166
00358	5841885689
00359	8496577979
00360	3270289462
00361	1427402698
00362	7213115392
00363	0837806382
00364	6623519905
00365	3870631119
00366	9854544823
00367	2209028815
00368	8084919516
00369	3593559711
00370	9389262315
00371	2724946505
00372	8700668008
00373	5957779234
00374	1741692745
00375	4385175018
00376	0171888531
00377	8328000765
00378	3114911468
00379	6736405449
00380	2512397042
00381	0769430278
00382	5575141991
00383	9198624952
00384	4983527675
00385	4978361632
00386	0762054325
00387	3187545415
00388	9963458919
00389	7320591145
00390	2105284868
00391	5548965948
00392	1334688641
00393	9781810676
00394	4577713379
00395	8919294351
00396	3995107152
00397	1142020388
00398	7938933802
00399	0353426892
00400	5346337585
00401	1878968790
00402	6653850592
00403	0076344574
00404	5882057077
00405	3219197201
00406	9025080904
00407	2449573095
00408	7233486708
00409	5680609734
00410	1466310437
00411	4800893528
00412	0696706221
00413	7043828457
00414	3837541940
00415	6252222931
00416	2257935654
00417	2130769601
00418	8116472404
00419	1561154494
00420	6345847188
00421	4492989312
00422	0488892835
00423	3902363907
00424	9618276628
00425	6845219855
00426	2849121348
00427	5273695538
00428	1059506131
00429	9406648367
00430	4292331861
00431	7635014041
00432	3420725564
00433	8022366757
00434	4815279561
00435	7450732551
00436	3246655254
00437	1393787480
00438	6379408984
00439	9801962064
00440	5607875787
00441	3754017993
00442	8740708416
00443	2162491797
00444	7958104290
00445	5105247424
00446	1181139927
00447	4536611110
00448	9310534723
00449	0495158888
00450	5290061481
00451	8613552663
00452	4609465165
00453	2856387391
00454	7642290894
00455	1084772174
00456	6060674698
00457	4217807804
00458	0003520527
00459	3627203617
00460	8431994100
00461	6668036337
00462	2474949038
00463	5099433020
00464	1874123743
00465	5267158368
00466	1053061051
00467	4498554141
00468	0481445645
00469	7638587871
00470	3424290574
00471	6869963554
00472	2845674377
00473	0092817384
00474	5885720007
00475	9400283087
00476	4296996780
00477	2443038714
00478	7229939518
00479	1871413508
00480	6657325211
00481	6630950278
00482	2436860972
00483	5850344052
00484	1646257755
00485	9093379781
00486	4887082484
00487	8222773465
00488	3008486288
00489	1465609414
00490	6240312917
00491	0663003108
00492	5679796691
00493	3806838825
00494	9612741328
00495	2034222611
00496	7010115132
00497	3541756317
00498	8337469030
00499	2850142120
00500	7645863814
00501	5992976040
00502	1778898543
00503	4111372533
00504	9907065337
00505	7354205561
00506	3140118074
00507	6584601264
00508	2368594767
00509	9725637994
00510	5501348597
00511	8925821777
00512	4911724270
00513	4804568427
00514	0890259941
00515	3233742231
00516	8028655734
00517	6275797960
00518	2251480453
00519	5686162644
00520	1460885267
00521	8617097471
00522	4603910194
00523	7047491177
00524	3833304670
00525	1080226804
00526	6064139607
00527	0408621688
00528	5294534381
00529	0703164596
00530	6589057019
00531	9134541370
00532	5919251893
00533	3167374027
00534	8150287520
00535	1575770800
00536	7381683304
00537	5518803530
00538	0514516253
00539	4946090223
00540	9722903737
00541	7979025963
00542	3965746766
00543	6307429756
00544	1193132459
00545	2168966406
00546	7952677120
00547	0397330200
00548	6372043703
00549	4529186937
00550	9315099631
00551	3758560723
00552	8744473416
00553	6991415440
00554	2787308163
00555	5109899134
00556	0185702857
00557	8332845083
00558	4148538676
00559	7762211667
00560	3556922360
00561	8067563563
00562	4863476266
00563	7286939357
00564	2072850870
00565	0429982006
00566	6214685799
00567	9659168880
00568	5633071583
00569	2880214519
00570	8676905212
00571	1090698292
00572	7006301016
00573	5233443120
00574	0049334743
00575	3461818725
00576	9447730429
00577	9340354484
00578	5226267177
00579	8741759269
00580	4554642982
00581	1882584116
00582	7697497610
00583	0012978790
00584	6808871493
00585	4255004629
00586	9039726123
00587	2473408303
00588	8269191926
00589	6616233052
00590	1402146655
00591	5824619846
00592	0620320339
00593	5305354153
00594	0109267657
00595	4523739847
00596	9319642460
00597	7766784696
00598	3552597180
00599	6995160370
00600	1770871873
00601	9137014009
00602	5913906802
00603	8336480883
00604	4142191306
00605	1499233530
00606	7285226233
00607	0709619314
00608	6583522017
00609	6588156074
00610	2364067787
00611	5996541757
00612	0792453371
00613	8929576507
00614	4935387200
00615	7358970280
00616	3143663984
00617	0390805910
00618	6376518733
00619	9711200793
00620	5505993416
00621	3752035441
00622	8747048144
00623	2162429236
00624	7978312929
00625	2477953133
00626	8263666836
00627	1807347916
00628	7691040439
00629	5848172645
00630	0624195369
00631	4259579359
00632	9034269042
00633	7281402076
00634	2275315870
00635	6610808862
00636	1406791583
00637	9653831599
00638	5639644202
00639	8071008393
00640	3867921096
00641	4830765043
00642	9626456746
00643	3060949737
00644	8056852540
00645	6203974576
00646	1097785279
00647	5432368269
00648	0417081963
00649	8664294199
00650	4450117780
00651	7873698972
00652	2869501496
00653	0016423600
00654	6892436123
00655	9244827403
00656	5220730906
00657	0731341112
00658	6527254805
00659	9969747995
00660	4745458698
00661	2192571623
00662	8988584346
00663	1323977328
00664	7316888129
00665	4564000255
00666	0359713859
00667	3774296039
00668	9770109532
00669	7907220768
00670	2711033282
00671	6135626572
00672	1121319065
00673	1014163222
00674	7000874725
00675	0422537006
00676	6218240529
00677	3465382735
00678	9441373256
00679	2886767439
00680	8679670932
00681	6029612166
00682	1812505969
00683	5257096959
00684	0033909443
00685	8490042679
00686	3176834392
00687	7698416482
00688	2484129186
00689	8915769389
00690	3999652882
00691	7313136164
00692	2129057666
00693	0356189892
00694	5362882315
00695	9785365585
00696	4571276198
00697	2728418325
00698	8703101028
00699	1146895018
00700	6932508511
00701	4389620747
00702	0175531439
00703	3599014521
00704	9303937244
00705	9378551291
00706	4154462992
00707	8506955085
00708	3582848588
00709	1739781702
00710	7525794425
00711	0148175496
00712	5954078219
00713	3181200145
00714	9986923938
00715	2511685929
00716	8395397622
00717	5542430658
00718	1538443371
00719	4972814431
00720	0768527155
00721	8537959094
00722	3242862897
00723	6767253878
00724	2553166571
00725	0800389505
00726	5684092228
00727	9038785310
00728	4814496004
00729	2261518038
00730	8057521731
00731	1479905821
00732	6285625525
00733	4612838751
00734	0418751264
00735	3841234454
00736	9827127957
00737	9722779904
00738	4705682708
00739	8120045798
00740	3936958401
00741	1163191617
00742	7179881131
00743	0591375421
00744	5377288924
00745	3524420158
00746	9510111641
00747	2952704832
00748	8748417435
00749	5995650661
00750	1981543384
00751	4306024365
00752	0109937868
00753	5611478073
00754	1406260864
00755	4029842857
00756	0825565550
00757	7062797784
00758	3068690207
00759	6482173568
00760	2276884081
00761	0423927217
00762	5419919710
00763	8853303090
00764	4639214594
00765	2886436720
00766	7870149423
00767	1215632413
00768	6001545027
00769	6074267184
00770	2869070787
00771	5204464967
00772	1298356460
00773	9445599694
00774	4221200318
00775	7645983470
00776	3651686991
00777	1888718127
00778	6692731821
00779	0016193911
00780	5002006604
00781	3259048630
00782	9035951353
00783	2678422324
00784	7464335047
00785	3975866240
00786	8758879843
00787	2103260034
00788	7189953527
00789	5336195753
00790	1122008456
00791	4564572547
00792	9550482060
00793	7707525276
00794	3583338989
00795	6906791070
00796	2991612773
00797	9148844707
00798	5934547400
00799	8379221482
00800	4365934204
00801	4258666151
00802	0243479954
00803	3666052946
00804	8442765647
00805	6799987674
00806	2585898367
00807	5027381457
00808	1713294170
00809	8160117106
00810	4946120800
00811	7391511980
00812	3174404683
00813	1521646819
00814	6317359311
00815	9732031593
00816	5528723116
00817	0147264309
00818	6133277023
00819	9557658003
00820	5343571706
00821	3490794732
00822	8404407435
00823	1928980516
00824	7704871219
00825	5051913243
00826	0847726966
00827	4280319059
00828	9075002740
00829	7423243976
00830	3208156479
00831	6631649660
00832	1437332263
00833	2512076210
00834	7396067933
00835	0930450913
00836	6726363617
00837	4973306843
00838	9769296346
00839	3381770636
00840	8167693149
00841	6324705356
00842	2300528877
00843	5743109169
00844	0538812662
00845	8785035896
00846	4771947580
00847	7116439570
00848	3990142193
00849	7394156890
00850	3170069313
00851	6793450693
00852	2509363196
00853	9736585323
00854	5541298824
00855	8164980106
00856	4940693629
00857	2197815833
00858	7183728557
00859	0527101547
00860	6311822230
00861	4568035266
00862	9554957060
00863	3978431050
00864	8774322773
00865	8757976720
00866	4533889423
00867	7976242504
00868	3961155207
00869	1119395233
00870	6904088936
00871	9329572927
00872	5313484730
00873	3560627744
00874	8346318467
00875	2780901459
00876	7776614151
00877	5923856387
00878	1717747970
00879	4351221160
00880	9137134684
00881	5648774869
00882	0432467582
00883	4977048672
00884	9663761376
00885	7010994300
00886	3895897093
00887	6218378183
00888	1224081886
00889	9451203813
00890	5267116536
00891	8689500516
00892	4675410319
00893	1822633445
00894	7608346049
00895	0043839229
00896	6036740722
00897	6901564789
00898	2915277492
00899	5330660583
00900	0126553286
00901	8573794410
00902	4358407913
00903	7701160296
00904	3587883797
00905	0934015923
00906	6720936446
00907	9144399627
00908	5958202120
00909	3385245356
00910	8181136159
00911	1515629149
00912	7391532633
00913	2820163846
00914	8816075569
00915	1231447629
00916	7015150343
00917	5262392579
00918	0258205072
00919	3692776362
00920	9488689856
00921	7635822082
00922	2629515585
00923	6063998775
00924	1849819398
00925	9296041523
00926	5082744216
00927	8405427208
00928	3290138701
00929	4283962956
00930	9079675470
00931	2494259742
00932	8490962255
00933	6637182489
00934	1430095182
00935	5055588273
00936	0841471776
00937	8098413902
00938	4884324615
00939	7426718686
00940	2202601409
00941	0459843435
00942	6445556138
00943	9888237119
00944	5673920812
00945	0184561025
00946	6960474618
00947	9303855808
00948	4399758322
00949	2546980538
00950	8332603241
00951	1754185331
00952	7740078835
00953	4997210069
00954	0773923762
00955	3317516744
00956	9101207567
00957	7358449572
00958	2144352295
00959	5789826275
00960	1564539978
00961	1547371935
00962	7323264639
00963	0876657719
00964	6652560432
00965	3909582468
00966	9795493161
00967	2139976242
00968	8923899945
00969	6370002971
00970	1156723674
00971	4580306665
00972	0566019478
00973	8713231682
00974	3507144105
00975	7942636396
00976	2937348899
00977	7420353415
00978	2206264109
00979	6640657299
00980	1436560912
00981	9883782148
00982	5677495641
00983	8092186822
00984	3888899325
00985	1235012559
00986	7030925152
00987	0453306333
00988	6449099856
00989	3596231062
00990	9382154585
00991	2824638876
00992	8700528369
00993	8685173526
00994	4669065029
00995	7013449309
00996	2899450823
00997	0046592059
00998	6032285552
00999	9475778732
01000	5261681235
01001	2618822460
01002	8493515263
01003	1826108255
01004	7602811968
01005	5059033992
01006	0845944696
01007	3289427786
01008	9073330489
01009	4574971684
01010	0580662188
01011	3903245478
01012	9798968981
01013	7945191195
01014	2931093618
01015	5376575809
01016	1150288402
01017	9307400538
01018	4392313321
01019	8717704312
01020	3523617015
01021	1950830041
01022	7754543764
01023	0188036845
01024	5964947548
01025	6967761595
01026	1743474298
01027	4167867388
01028	0171758002
01029	8308990016
01030	3114603729
01031	7739367711
01032	2515080515
01033	0772210449
01034	6555133242
01035	9190596222
01036	4986409945
01037	2133441152
01038	8929332675
01039	1541826955
01040	7347739458
01041	2858369661
01042	8642272365
01043	1067644447
01044	6072356148
01045	4229599174
01046	0005402898
01047	3428973858
01048	9414886671
01049	6661028607
01050	2457711300
01051	5099193391
01052	1875016084
01053	9032248210
01054	4818941731
01055	7452624004
01056	3246335517
01057	3311169574
01058	9107872275
01059	2540455357
01060	8335166051
01061	5782389285
01062	1568292708
01063	4991785998
01064	0797678582
01065	8124618718
01066	3930521211
01067	6354914401
01068	2148807904
01069	0595040131
01070	5271751644
01071	9715434934
01072	4701127437
01073	0210768631
01074	5096671334
01075	8441052424
01076	4224955117
01077	2672187343
01078	7467800847
01079	1802381037
01080	6698274650
01081	4045417886
01082	0829120378
01083	3253711560
01084	8039404063
01085	6486646297
01086	2272559890
01087	5614022071
01088	1400933594
01089	1493577741
01090	6289460244
01091	0804854535
01092	5689765038
01093	3836787264
01094	9820690777
01095	2265173947
01096	7051096561
01097	5208209797
01098	1294929490
01099	4636503470
01100	0412216174
01101	7669438108
01102	3655349901
01103	6077832983
01104	2863545604
01105	6258559221
01106	2244460924
01107	5686854914
01108	1462867718
01109	9619989644
01110	4605690457
01111	7047383427
01112	3833076141
01113	1080219175
01114	6066121878
01115	0491503950
01116	5275396651
01117	3422438888
01118	9417351381
01119	2852832461
01120	7648725184
01121	8731379141
01122	3527262835
01123	6949644825
01124	2925656528
01125	0182799754
01126	5968482377
01127	9302975338
01128	4396886051
01129	2443008287
01130	8239711788
01131	1974305061
01132	6750117564
01133	4807238798
01134	0690141211
01135	3215624582
01136	9001537095
01137	4630178200
01138	0416869903
01139	3830442984
01140	8846265787
01141	6073377911
01142	2887298414
01143	5202772406
01144	1287484118
01145	8444607324
01146	4120510847
01147	7663901137
01148	3659914631
01149	1706036857
01150	6591749350
01151	9114231640
01152	5910143163
01153	5095968310
01154	1879670814
01155	4223044004
01156	0009055697
01157	7456197723
01158	3242800325
01159	6665563517
01160	2470284030
01161	0807417264
01162	5603310957
01163	8026793048
01164	4812706741
01165	2269646777
01166	7054539470
01167	1499022551
01168	6483935274
01169	2784566457
01170	7770477970
01171	0112840163
01172	6908653764
01173	4355796990
01174	9131689483
01175	3566170674
01176	8369083177
01177	6796225303
01178	2502918126
01179	5927399106
01180	0713302800
01181	8160445836
01182	4944148539
01183	7388829619
01184	3174532313
01185	3147366370
01186	8953079081
01187	2577652073
01188	7361443876
01189	5518585800
01190	1504498504
01191	4949982584
01192	9724873207
01193	7971815213
01194	3965728937
01195	6380111017
01196	2196104710
01197	9323245946
01198	5329957449
01199	8751611530
01200	4537324243
01201	9068964436
01202	5854875159
01203	8476259110
01204	4252252933
01205	1409384969
01206	7295007662
01207	0838588653
01208	6623471346
01209	4871613372
01210	9666326195
01211	2201998166
01212	8085701889
01213	6232843013
01214	1228756506
01215	5642227896
01216	0438130390
01217	0521754347
01218	6317667060
01219	9759050050
01220	5745061843
01221	3992984070
01222	8778897573
01223	1191370763
01224	7186291266
01225	5334403492
01226	0129126006
01227	4564700296
01228	9548512799
01229	7607635923
01230	3481546427
01231	6825039709
01232	1811722202
01233	9491072341
01234	5475995863
01235	8810458945
01236	4606361648
01237	1853504872
01238	7849295376
01239	0281988666
01240	6077691159
01241	4224733385
01242	9200626808
01243	2622107099
01244	8418820692
01245	6865053828
01246	1651956511
01247	5096437502
01248	0879340205
01249	0854874252
01250	6650787775
01251	9083268066
01252	5069151559
01253	3216394783
01254	8002006486
01255	1644590578
01256	7430481290
01257	5687523206
01258	0463236919
01259	4097929909
01260	9891610702
01261	7048853639
01262	2834766432
01263	6459229412
01264	1244132135
01265	7764672329
01266	2559383832
01267	6974067102
01268	1968760625
01269	9115902851
01270	4991813555
01271	8345296635
01272	3321089338
01273	1578122364
01274	7362034088
01275	0906506048
01276	6792419861
01277	3949651895
01278	9725364598
01279	2358735581
01280	8134748272
01281	8237462239
01282	3012175952
01283	7457667035
01284	2243579736
01285	0690792762
01286	6484405465
01287	9808188545
01288	5684809249
01289	2031911475
01290	8827834998
01291	1269318988
01292	7055229772
01293	5402241908
01294	0298154409
01295	3631647691
01296	9616530194
01297	4128061398
01298	0913982191
01299	3356465181
01300	9132178894
01301	7599390821
01302	2375201524
01303	5797695614
01304	1503607317
01305	9930720541
01306	4746433035
01307	8160914227
01308	3944817840
01309	1391049074
01310	6187762578
01311	0522344758
01312	5318137251
01313	6381881408
01314	1176574021
01315	4719255292
01316	0505968715
01317	8752100941
01318	3738093434
01319	7172486725
01320	2966497228
01321	0113330454
01322	5109223955
01323	9523716137
01324	4339627751
01325	2566849985
01326	8560552688
01327	1985135668
01328	7771948362
01329	2280489577
01330	7085370160
01331	1610853350
01332	6496776874
01333	4643719088
01334	0437600501
01335	3071083883
01336	9867096386
01337	6014118511
01338	2090821014
01339	5413512394
01340	1228225817
01341	9475448023
01342	4461351747
01343	7884742737
01344	3670555420
01345	3665279487
01346	9458182080
01347	2973673261
01348	8979566784
01349	5006508990
01350	1812411613
01351	4234875704
01352	0220896497
01353	8477928421
01354	3253641124
01355	6606304215
01356	2681017938
01357	0838258934
01358	5624140657
01359	9249534647
01360	4053347341
01361	9527279967
01362	4323172660
01363	8756655741
01364	3731568464
01365	1989708478
01366	6774491191
01367	0119185172
01368	5103898975
01369	3350930101
01370	9136821604
01371	2580304694
01372	8566027308
01373	5613230514
01374	1407152037
01375	4121634327
01376	0817547821
01377	0900071078
01378	5796984571
01379	9111465651
01380	4914358374
01381	2341590508
01382	8157203002
01383	1572795294
01384	7368687887
01385	4715720011
01386	0509433515
01387	3943106705
01388	9729817228
01389	7176059454
01390	2962962147
01391	5384426238
01392	1390337931
01393	6601877134
01394	2685580637
01395	5020263728
01396	1815966421
01397	9263109657
01398	4058010160
01399	7471573351
01400	3257286954
01401	1604328180
01402	6490239683
01403	0832703864
01404	5628615367
01405	3075858591
01406	8861541314
01407	2205032396
01408	7089945090
01409	8064669055
01410	3840372548
01411	6483863830
01412	2278776353
01413	0426999568
01414	5411602281
01415	9854383261
01416	4640006064
01417	2897118090
01418	7873031794
01419	1297514774
01420	6081405477
01421	4238448403
01422	0224351227
01423	3668844217
01424	9444735900
01425	4953266113
01426	9769188617
01427	3384662997
01428	8170375490
01429	6327597626
01430	2100408349
01431	5745991400
01432	1531884123
01433	8788927157
01434	4774638850
01435	7196111843
01436	3902014536
01437	1139246560
01438	6135969363
01439	9558640354
01440	5343333077
01441	5436087024
01442	1222770727
01443	4647452817
01444	0633165501
01445	7880307537
01446	3663290250
01447	6018781220
01448	2094694043
01449	0241516270
01450	5037429763
01451	8479913753
01452	4465824456
01453	2512046680
01454	7398759294
01455	1822432464
01456	6806143987
01457	2337684182
01458	7123577886
01459	0546050976
01460	6342973679
01461	4779995605
01462	9585806397
01463	3909380489
01464	8793293102
01465	6140315316
01466	1936026839
01467	5370719810
01468	0356422613
01469	8503644749
01470	4297557342
01471	7712049523
01472	3727752046
01473	3590476203
01474	8586389796
01475	2921850886
01476	7705763580
01477	5962705716
01478	0947618219
01479	4362179599
01480	9178092013
01481	7505125247
01482	3319828740
01483	6733501922
01484	2519212423
01485	9966454650
01486	5752347453
01487	8195831443
01488	4980543156
01489	8375476783
01490	4369469276
01491	7783852466
01492	3589763060
01493	1916905294
01494	6722698997
01495	9145381979
01496	5930094490
01497	3388115627
01498	8173128420
01499	2516501400
01500	7392224103
01501	5749436139
01502	0535357833
01503	4959831923
01504	9763743636
01505	0838278693
01506	5622288396
01507	8266662377
01508	4052555170
01509	2209797106
01510	7085400827
01511	1608971880
01512	6413884503
01513	4541927737
01514	0556739230
01515	3079301321
01516	8755014014
01517	6912256240
01518	2998149743
01519	5332622033
01520	1126533557
01521	6737074730
01522	1513787453
01523	5157440445
01524	0941161237
01525	8198304263
01526	4984216966
01527	7529770956
01528	3315483660
01529	0562523876
01530	6245416499
01531	9960909489
01532	5756812182
01533	3803055319
01534	8899745800
01535	1231239192
01536	7017142615
01537	7110866862
01538	3996579364
01539	6320060356
01540	2106973159
01541	9553195383
01542	5347808876
01543	8782580067
01544	4777282580
01545	2925315796
01546	7700238319
01547	0153719590
01548	6139602093
01549	4386644229
01550	9172557922
01551	3594041003
01552	8580932526
01553	4001462919
01554	9897375422
01555	2210869513
01556	8005559216
01557	6452792442
01558	1248605945
01559	5681198125
01560	0467081629
01561	8814123855
01562	3609834476
01563	7044318658
01564	2038210151
01565	0285443386
01566	6061164089
01567	9495827179
01568	5491530862
01569	5274284829
01570	0250977343
01571	4692658623
01572	9488361126
01573	7635584352
01574	2621497056
01575	6046988036
01576	1820891539
01577	9087713765
01578	5062626588
01579	8407117579
01580	4293020262
01581	1640243296
01582	7434956999
01583	0878639082
01584	6654340783
01585	1163861988
01586	7159774401
01587	0594257772
01588	6389170285
01589	3536390411
01590	9510003114
01591	2935586104
01592	8741499908
01593	6978512832
01594	1984223625
01595	4306916615
01596	0182629339
01597	8349841365
01598	3325752068
01599	7767245148
01600	2553938841
01601	2628672898
01602	8432585512
01603	1857057682
01604	7842960305
01605	5099902331
01606	0875895025
01607	3228376015
01608	9204299818
01609	7451322942
01610	2246024565
01611	6869706528
01612	1675419249
01613	9702651475
01614	4508544978
01615	8122037259
01616	3916748752
01617	8401672578
01618	4297665092
01619	7639059062
01620	2625960785
01621	0872182909
01622	6658895503
01623	9272588795
01624	5086299298
01625	2213312422
01626	8029324935
01627	1644708206
01628	7439421729
01629	5687631955
01630	0460554658
01631	3005037639
01632	9891940232
01633	9864474499
01634	5670485902
01635	8094849192
01636	4888751696
01637	1235994822
01638	7011605623
01639	0465178605
01640	6241081109
01641	4698123333
01642	9482916056
01643	2807508136
01644	8812210839
01645	6040453866
01646	1845346569
01647	5278827559
01648	0254730342
01649	6785271555
01650	1579084059
01651	4993647231
01652	0779368754
01653	8126500988
01654	3912493782
01655	7354977762
01656	2140687265
01657	0597720491
01658	6373713194
01659	9726106285
01660	4502019998
01661	2959259924
01662	8744942627
01663	1169436718
01664	7153348411
01665	7048063468
01666	2034873181
01667	6456267141
01668	1252150865
01669	9499392899
01670	5395005692
01671	8817786682
01672	3603489376
01673	1750512502
01674	7746535005
01675	0181916195
01676	6965809818
01677	3312841045
01678	9107754538
01679	2522225828
01680	8338138321
01681	3947669525
01682	9723672228
01683	2367065218
01684	8151756031
01685	5308999947
01686	1394801751
01687	4719395741
01688	0594286444
01689	8651328670
01690	3635131174
01691	6070594254
01692	2866417957
01693	0013640181
01694	5008361604
01695	9441024985
01696	4227737488
01697	4300461645
01698	0186272138
01699	3530855129
01700	9516568842
01701	7763780058
01702	2557693671
01703	5992185851
01704	1987098355
01705	9134910581
01706	4910923084
01707	8533314364
01708	3329227888
01709	1576440092
01710	7361152715
01711	0904834807
01712	5790527390
01713	1291067704
01714	6007070207
01715	0429454287
01716	5415374080
01717	3662597217
01718	9448200730
01719	2891783900
01720	7876696413
01721	5023716647
01722	1819529141
01723	4234113431
01724	0248806934
01725	7475048160
01726	3271959874
01727	6895442944
01728	2681135467
01729	2674879614
01730	8460860117
01731	1882253308
01732	6678166991
01733	4025109027
01734	0811092840
01735	3256573831
01736	9039496334
01737	6486528568
01738	2272321251
01739	5617903343
01740	1403615047
01741	9850838071
01742	4634741794
01743	7068232874
01744	3864945578
01745	1644277417
01746	6430190110
01747	0073671291
